k	Задача	0				1				2				3				4				5				
0,2	7	0,32618	0,03624	0,02636	192	0,41762	0,0464	0,03375	155	0,49897	0,05544	0,04033	141	2,94355	0,32706	0,2379	363	2,38562	0,26507	0,19281	343	3,05439	0,33938	0,24686	328	
0,2	8	0,25701	0,02856	0,02804	179	0,51937	0,05771	0,05667	152	0,31908	0,03545	0,03482	144	4,18497	0,465	0,45665	413	3,60199	0,40022	0,39303	357	3,71282	0,41254	0,40513	338	
0,2	9	0,24234	0,02693	0,02689	162	0,20776	0,02308	0,02305	152	0,33024	0,03669	0,03664	139	5,23529	0,5817	0,58088	391	4,2381	0,4709	0,47024	448	4,13953	0,45995	0,4593	401	
0,2	10	0,33596	0,03733	0,03563	224	0,39803	0,04423	0,04221	205	0,3151	0,03501	0,03342	182	1,31047	0,14561	0,13899	424	1,90551	0,21172	0,2021	402	1,56803	0,17423	0,16631	389	
0,3	1	1,04444	0,11605	0,08	187	0,65826	0,07314	0,05042	217	0,6206	0,06896	0,04754	203	4,89583	0,54398	0,375	438	3,37321	0,3748	0,25837	398	4,66887	0,51876	0,35762	366	
0,3	2	0,64821	0,07202	0,05446	186	0,8747	0,09719	0,07349	182	0,55505	0,06167	0,04664	158	3,49038	0,38782	0,29327	549	4,32143	0,48016	0,3631	452	3,96721	0,4408	0,33333	411	
0,3	3	1,09546	0,12172	0,12989	201	0,57566	0,06396	0,06826	183	0,57947	0,06439	0,06871	154	1,90217	0,21135	0,22554	494	1,79487	0,19943	0,21282	446	2,65152	0,29461	0,31439	442	
0,3	4	0,9701	0,10779	0,08221	191	0,36116	0,04013	0,03061	221	0,61111	0,0679	0,05179	175	5,15079	0,57231	0,43651	441	4,3557	0,48397	0,36913	423	3,38021	0,37558	0,28646	407	
0,3	5	0,79072	0,08786	0,05178	206	0,80197	0,08911	0,05252	225	0,96321	0,10702	0,06307	159	4,58125	0,50903	0,3	491	7,33	0,81444	0,48	410	3,94086	0,43787	0,25806	373	
0,3	6	0,73185	0,08132	0,04637	223	0,50983	0,05665	0,0323	192	0,83931	0,09326	0,05318	150	6,54054	0,72673	0,41441	479	8,34483	0,9272	0,52874	474	6,36842	0,7076	0,40351	452	
0,3	7	0,59759	0,0664	0,04498	203	0,45588	0,05065	0,03431	212	0,48249	0,05361	0,03632	175	7,83158	0,87018	0,58947	439	8,45455	0,93939	0,63636	361	6,95327	0,77259	0,52336	331	
0,3	8	0,62298	0,06922	0,05447	190	0,45046	0,05005	0,03938	190	0,50068	0,05563	0,04378	150	3,79275	0,42142	0,33161	538	3,66	0,40667	0,32	455	4,38323	0,48703	0,38323	509	
0,3	9	0,83393	0,09266	0,0681	202	0,73784	0,08198	0,06025	197	0,79138	0,08793	0,06463	159	7,58696	0,843	0,61957	534	7,67033	0,85226	0,62637	372	6,58491	0,73166	0,53774	420	
0,3	10	1,26279	0,14031	0,08642	177	0,64158	0,07129	0,04391	211	0,70611	0,07846	0,04832	164	5,6378	0,62642	0,38583	515	7,53684	0,83743	0,51579	496	4,44721	0,49413	0,30435	478	
0,4	1	1,47134	0,16348	0,11253	173	0,91667	0,10185	0,07011	180	0,77517	0,08613	0,05928	169	5,41406	0,60156	0,41406	484	4,77931	0,53103	0,36552	435	4,1497	0,46108	0,31737	451	
0,4	2	0,94327	0,10481	0,0686	246	0,9986	0,11096	0,07263	215	0,91549	0,10172	0,06658	181	7,85714	0,87302	0,57143	503	6,5	0,72222	0,47273	454	5,2963	0,58848	0,38519	432	
0,4	3	1,48195	0,16466	0,10616	199	0,97896	0,10877	0,07013	217	0,78163	0,08685	0,05599	149	5,62903	0,62545	0,40323	524	7,42553	0,82506	0,53191	470	6,58491	0,73166	0,4717	471	
0,4	4	1,41556	0,15728	0,17078	188	1,02755	0,11417	0,12397	171	0,76356	0,08484	0,09212	152	6,72072	0,74675	0,81081	517	6,16529	0,68503	0,7438	439	5,65152	0,62795	0,68182	430	
0,4	5	1,2228	0,13587	0,07254	164	0,58658	0,06518	0,0348	169	0,64717	0,07191	0,03839	146	3,74603	0,41623	0,22222	534	1,97765	0,21974	0,11732	478	1,93973	0,21553	0,11507	450	
0,4	6	0,6999	0,07777	0,04453	179	0,69253	0,07695	0,04406	183	1,05857	0,11762	0,06735	171	6,28696	0,69855	0,4	500	5,31618	0,59069	0,33824	483	6,025	0,66944	0,38333	452	
0,4	7	1,06627	0,11847	0,10604	203	1,05693	0,11744	0,10511	261	0,90841	0,10093	0,09034	275	6,7037	0,74486	0,66667	737	4,85906	0,5399	0,48322	877	5,20863	0,57874	0,51799	831	
0,4	8	1,1197	0,12441	0,07576	349	0,75795	0,08422	0,05128	498	0,71058	0,07895	0,04808	417	8,03261	0,89251	0,54348	1030	5,86508	0,65168	0,39683	932	7,2451	0,80501	0,4902	1051	
0,4	9	2,06471	0,22941	0,16471	424	0,91406	0,10156	0,07292	504	1,38189	0,15354	0,11024	447	5,23881	0,58209	0,41791	637	6,5	0,72222	0,51852	420	3,19091	0,35455	0,25455	393	
0,4	10	1,25234	0,13915	0,0729	184	0,8323	0,09248	0,04845	178	1,09299	0,12144	0,06362	176	2,87554	0,3195	0,16738	513	5,77586	0,64176	0,33621	447	4,43709	0,49301	0,25828	443	
0,5	1	1,47251	0,16361	0,10998	197	1,24441	0,13827	0,09294	179	1,07429	0,11937	0,08024	152	7,61053	0,84561	0,56842	562	8,1236	0,90262	0,60674	530	8,21591	0,91288	0,61364	481	
0,5	2	1,31365	0,14596	0,07749	181	2,26752	0,25195	0,13376	175	1,30165	0,14463	0,07678	144	10,02817	1,11424	0,59155	522	5,65079	0,62787	0,33333	453	6,53211	0,72579	0,38532	493	
0,5	3	1,37662	0,15296	0,15213	169	1,02345	0,11372	0,1131	178	1,38951	0,15439	0,15356	147	8,83333	0,98148	0,97619	482	4,81818	0,53535	0,53247	437	7,97849	0,8865	0,88172	410	
0,5	4	1,6162	0,17958	0,15565	208	1,68071	0,18675	0,16186	220	1,27609	0,14179	0,1229	200	8,42222	0,9358	0,81111	433	6,1129	0,67921	0,58871	421	6,82883	0,75876	0,65766	349	
0,5	5	1,74365	0,19374	0,13395	210	2,10894	0,23433	0,16201	190	1,37273	0,15253	0,10545	190	9,4375	1,04861	0,725	461	8,9881	0,99868	0,69048	460	7,7835	0,86483	0,59794	368	
0,5	6	1,7525	0,19472	0,1375	198	1,17028	0,13003	0,09182	207	1,9581	0,21757	0,15363	182	7,01	0,77889	0,55	500	6,67619	0,7418	0,52381	487	6,74038	0,74893	0,52885	481	
0,5	7	1,32079	0,14675	0,12186	214	1,31843	0,14649	0,12165	174	1,12006	0,12445	0,10334	183	10,38028	1,15336	0,95775	544	6,4087	0,71208	0,5913	482	7,75789	0,86199	0,71579	470	
0,5	8	1,22321	0,13591	0,07321	170	1,63484	0,18165	0,09785	208	1,29735	0,14415	0,07765	130	6,78218	0,75358	0,40594	565	7,21053	0,80117	0,43158	554	7,44565	0,82729	0,44565	487	
0,5	9	1,87306	0,20812	0,13731	194	1,21106	0,13456	0,08878	175	1,41765	0,15752	0,10392	150	5,7381	0,63757	0,42063	514	9,38961	1,04329	0,68831	487	8,60714	0,95635	0,63095	435	
0,5	10	1,82946	0,20327	0,13178	172	1,52258	0,16918	0,10968	172	0,93158	0,10351	0,06711	145	6,26549	0,69617	0,45133	552	10,56716	1,17413	0,76119	467	9,19481	1,02165	0,66234	461	
0,6	1	2,14366	0,23818	0,17465	165	2,10221	0,23358	0,17127	210	1,69111	0,1879	0,13778	129	6,79464	0,75496	0,55357	588	5,24828	0,58314	0,42759	525	5,47482	0,60831	0,44604	552	
0,6	2	3,21008	0,35668	0,22269	196	2,59864	0,28874	0,18027	175	1,94402	0,216	0,13486	166	8,98824	0,99869	0,62353	492	8,48889	0,94321	0,58889	487	7,4902	0,83224	0,51961	447	
0,6	3	1,68558	0,18729	0,15603	191	1,64665	0,18296	0,15242	166	1,35294	0,15033	0,12524	144	5,94167	0,66019	0,55	530	3,41148	0,37905	0,31579	496	4,12139	0,45793	0,3815	470	
0,6	4	1,53004	0,17	0,16309	179	1,80051	0,20006	0,19192	181	1,59865	0,17763	0,1704	126	9,38158	1,0424	1	550	7,92222	0,88025	0,84444	569	6,9902	0,77669	0,7451	473	
0,6	5	3,28095	0,36455	0,24286	175	1,53452	0,1705	0,11359	160	2,53309	0,28145	0,1875	139	10,6	1,17778	0,78462	588	9,18667	1,02074	0,68	521	8,50617	0,94513	0,62963	527	
0,6	6	1,86719	0,20747	0,15885	295	1,95902	0,21767	0,16667	204	1,63699	0,18189	0,13927	153	10,54412	1,17157	0,89706	548	5,87705	0,65301	0,5	439	7,17	0,79667	0,61	427	
0,6	7	1,79798	0,19978	0,11111	173	2,38127	0,26459	0,14716	177	1,24694	0,13855	0,07706	170	7,12	0,79111	0,44	519	8,09091	0,89899	0,5	464	8,57831	0,95315	0,53012	446	
0,6	8	1,76386	0,19598	0,1012	171	1,64865	0,18318	0,09459	169	2,69118	0,29902	0,15441	131	10,45714	1,1619	0,6	561	6,36522	0,70725	0,36522	525	6,42105	0,71345	0,36842	539	
0,6	9	3,62051	0,40228	0,38462	178	2,29967	0,25552	0,2443	175	1,77387	0,1971	0,18844	131	8,50602	0,94511	0,90361	533	5,78689	0,64299	0,61475	490	5,43077	0,60342	0,57692	486	
0,6	10	4,53846	0,50427	0,37821	168	2,08235	0,23137	0,17353	173	2,11343	0,23483	0,17612	165	8,53012	0,94779	0,71084	517	7,29897	0,811	0,60825	460	8,04545	0,89394	0,67045	398	
0,7	1	2,79134	0,31015	0,20472	180	2,33993	0,25999	0,17162	160	2,66541	0,29616	0,19549	143	9,98592	1,10955	0,73239	597	7,79121	0,86569	0,57143	520	8,05682	0,8952	0,59091	521	
0,7	2	3,47716	0,38635	0,25381	169	4,25466	0,47274	0,31056	164	3,09955	0,34439	0,22624	135	10,87302	1,20811	0,79365	577	8,67089	0,96343	0,63291	482	10,22388	1,13599	0,74627	474	
0,7	3	4,09195	0,45466	0,32184	146	3,02979	0,33664	0,2383	175	2,33443	0,25938	0,18361	126	11,67213	1,2969	0,91803	571	6,71698	0,74633	0,5283	537	7,65591	0,85066	0,60215	546	
0,7	4	3,20889	0,35654	0,19111	149	4,94521	0,54947	0,29452	167	3,32719	0,36969	0,19816	125	5,51145	0,61238	0,32824	564	9,13924	1,01547	0,5443	512	8,29885	0,92209	0,49425	490	
0,7	5	3,44811	0,38312	0,28302	178	2,55594	0,28399	0,20979	174	2,54704	0,283	0,20906	145	8,21348	0,91261	0,67416	577	9,87838	1,0976	0,81081	529	7,09709	0,78857	0,58252	479	
0,7	6	2,86283	0,31809	0,27434	181	2,55731	0,28415	0,24506	166	2,78879	0,30987	0,26724	128	9,65672	1,07297	0,92537	540	6,34314	0,70479	0,60784	467	7,43678	0,82631	0,71264	459	
0,7	7	3,69192	0,41021	0,18687	165	3,69192	0,41021	0,18687	160	2,55594	0,28399	0,12937	135	6,52679	0,7252	0,33036	584	6,76852	0,75206	0,34259	543	5,14789	0,57199	0,26056	521	
0,7	8	3,72973	0,41441	0,26486	159	3,2093	0,35659	0,22791	152	2,66409	0,29601	0,18919	141	8,11765	0,90196	0,57647	598	6,9697	0,77441	0,49495	496	8,41463	0,93496	0,59756	493	
0,7	9	3,37333	0,37481	0,17333	162	2,82156	0,31351	0,14498	156	2,43269	0,2703	0,125	127	8,52809	0,94757	0,4382	590	7,44118	0,8268	0,38235	566	9,14458	1,01606	0,46988	549	
0,7	10	6,05738	0,67304	0,37705	154	4,08287	0,45365	0,25414	171	2,69708	0,29968	0,16788	140	6,37069	0,70785	0,39655	537	8,79762	0,97751	0,54762	487	9,12346	1,01372	0,5679	484	
0,8	1	5,64567	0,6273	0,3622	157	3,44712	0,38301	0,22115	171	3,56716	0,39635	0,22886	128	6,76415	0,75157	0,43396	661	8,05618	0,89513	0,51685	626	9,68919	1,07658	0,62162	542	
0,8	2	5,90756	0,6564	0,2437	157	5,24627	0,58292	0,21642	152	3,71958	0,41329	0,15344	133	6,22124	0,69125	0,25664	657	9,5	1,05556	0,39189	562	8,57317	0,95257	0,35366	556	
0,8	3	3,63317	0,40369	0,19598	171	4,40854	0,48984	0,2378	160	4,13143	0,45905	0,22286	125	10,47826	1,16425	0,56522	574	8,92593	0,99177	0,48148	553	9,1519	1,01688	0,49367	560	
0,8	4	6,64706	0,73856	0,44118	144	3,91908	0,43545	0,26012	159	3,74586	0,41621	0,24862	136	9,16216	1,01802	0,60811	651	8,16867	0,90763	0,54217	582	7,0625	0,78472	0,46875	539	
0,8	5	6,58182	0,73131	0,57273	155	3,91351	0,43483	0,34054	151	3,67513	0,40835	0,3198	131	9,16456	1,01828	0,79747	612	7,54167	0,83796	0,65625	542	5,98347	0,66483	0,52066	546	
0,8	6	5,74046	0,63783	0,38931	146	4,67081	0,51898	0,31677	165	4,42353	0,4915	0,3	145	9,64103	1,07123	0,65385	549	10,44444	1,16049	0,70833	464	7,67347	0,85261	0,52041	435	
0,8	7	5,68992	0,63221	0,4186	165	4,26744	0,47416	0,31395	166	4,07778	0,45309	0,3	124	11,29231	1,2547	0,83077	626	8,15556	0,90617	0,6	616	8,95122	0,99458	0,65854	629	
0,8	8	6,45299	0,717	0,47863	142	3,97368	0,44152	0,29474	175	4,33908	0,48212	0,32184	153	8,9881	0,99868	0,66667	549	8,2967	0,92186	0,61538	512	9,4375	1,04861	0,7	511	
0,8	9	4,07647	0,45294	0,35882	173	2,76096	0,30677	0,24303	161	3,57217	0,39691	0,31443	114	8,3494	0,92771	0,73494	642	7,37234	0,81915	0,64894	658	7,53261	0,83696	0,66304	595	
0,8	10	4,58025	0,50892	0,32099	173	5,01351	0,55706	0,35135	150	5,08219	0,56469	0,35616	109	5,936	0,65956	0,416	631	8,24444	0,91605	0,57778	561	9,63636	1,07071	0,67532	578	
0,9	1	8,43182	0,93687	0,30682	135	8,15385	0,90598	0,2967	144	7,06667	0,78519	0,25714	114	10,30556	1,14506	0,375	696	9,39241	1,0436	0,34177	675	10,4507	1,16119	0,38028	612	
0,9	2	8,37209	0,93023	0,56977	149	4,73684	0,52632	0,32237	159	6,66667	0,74074	0,4537	112	8,47059	0,94118	0,57647	757	8	0,88889	0,54444	691	8,18182	0,90909	0,55682	728	
0,9	3	8,65517	0,96169	0,48276	151	6,84545	0,76061	0,38182	154	6,60526	0,73392	0,36842	119	11,76562	1,30729	0,65625	616	8,55682	0,95076	0,47727	622	7,45545	0,82838	0,41584	571	
0,9	4	8,51163	0,94574	0,53488	144	6,65455	0,73939	0,41818	147	6,65455	0,73939	0,41818	109	11,80645	1,31183	0,74194	734	9,26582	1,02954	0,58228	728	8,04396	0,89377	0,50549	697	
0,9	5	8,64286	0,96032	0,53571	153	6,91429	0,76825	0,42857	145	6,15254	0,68362	0,38136	116	11,34375	1,26042	0,70312	637	8,1573	0,90637	0,50562	653	9,18987	1,0211	0,56962	618	
0,9	6	8,27778	0,91975	0,47778	148	6,71171	0,74575	0,38739	150	6,15702	0,68411	0,35537	122	10,64286	1,18254	0,61429	670	9,93333	1,1037	0,57333	586	8,9759	0,99732	0,51807	589	
0,9	7	8,23457	0,91495	0,45679	141	6,29245	0,69916	0,34906	152	5,55833	0,61759	0,30833	118	10,5873	1,17637	0,5873	761	9,39437	1,04382	0,52113	737	9,66667	1,07407	0,53623	657	
0,9	8	8,47059	0,94118	0,41176	143	5,90164	0,65574	0,28689	152	5,25547	0,58394	0,25547	125	9,86301	1,09589	0,47945	711	8	0,88889	0,38889	649	8	0,88889	0,38889	637	
0,9	9	8,65854	0,96206	0,40244	126	7,0297	0,78108	0,32673	153	6,22807	0,69201	0,28947	116	11,09375	1,23264	0,51562	720	8,98734	0,99859	0,41772	694	9,72603	1,08067	0,45205	646	
0,9	10	8,19277	0,91031	0,3253	136	7,01031	0,77892	0,27835	152	7,15789	0,79532	0,28421	116	11,14754	1,23862	0,44262	771	8,83117	0,98124	0,35065	714	8,5	0,94444	0,3375	700	
