k	Задача	0				1				2				3				4				5				
0,2	1	0,34903	0,03878	0,02884	317	0,31262	0,03474	0,02583	260	0,25251	0,02806	0,02087	296	3,74902	0,41656	0,3098	815	4,48826	0,4987	0,37089	687	3,01577	0,33509	0,24921	696	
0,2	2	0,46189	0,05132	0,02251	263	0,4847	0,05386	0,02362	228	0,29743	0,03305	0,01449	210	2,84858	0,31651	0,1388	849	4,63077	0,51453	0,22564	789	4,23944	0,47105	0,20657	750	
0,2	3	0,54746	0,06083	0,02633	253	0,244	0,02711	0,01174	264	0,49365	0,05485	0,02374	196	2,62941	0,29216	0,12647	985	3,46512	0,38501	0,16667	921	2,64497	0,29389	0,12722	850	
0,2	4	0,55335	0,06148	0,04762	249	0,32154	0,03573	0,02767	239	0,36242	0,04027	0,03119	177	8,5	0,94444	0,73148	1065	5,77358	0,64151	0,49686	979	3,62846	0,40316	0,31225	928	
0,2	5	0,31505	0,03501	0,02215	264	0,3244	0,03604	0,02281	234	0,38323	0,04258	0,02695	224	3,79661	0,42185	0,26695	810	2,68263	0,29807	0,18862	752	2,26263	0,2514	0,15909	725	
0,2	6	0,35714	0,03968	0,02262	267	0,34065	0,03785	0,02157	234	0,29518	0,0328	0,01869	213	1,47783	0,1642	0,0936	853	3,6	0,4	0,228	748	1,49502	0,16611	0,09468	724	
0,2	7	0,52691	0,05855	0,04731	256	0,24271	0,02697	0,02179	234	0,36697	0,04077	0,03295	200	3,99552	0,44395	0,35874	827	3,5498	0,39442	0,31873	733	2,00676	0,22297	0,18018	732	
0,2	8	0,35615	0,03957	0,0581	327	0,31087	0,03454	0,05071	281	0,3473	0,03859	0,05666	210	3,60887	0,40099	0,58871	916	2,26582	0,25176	0,36962	805	1,91239	0,21249	0,31197	831	
0,2	9	0,40337	0,04482	0,02956	284	0,24215	0,02691	0,01775	260	0,29527	0,03281	0,02164	243	1,09371	0,12152	0,08015	792	1,18742	0,13194	0,08701	666	1,83644	0,20405	0,13458	617	
0,2	10	0,57964	0,0644	0,0431	266	0,58809	0,06534	0,04373	248	0,35955	0,03995	0,02673	201	1,58904	0,17656	0,11815	751	1,57823	0,17536	0,11735	632	7,13846	0,79316	0,53077	610	
0,3	1	0,68352	0,07595	0,04521	294	0,68774	0,07642	0,04549	225	0,41976	0,04664	0,02776	171	3,44402	0,38267	0,2278	1091	3,11888	0,34654	0,20629	1051	3,02373	0,33597	0,2	982	
0,3	2	0,978	0,10867	0,07151	247	0,54174	0,06019	0,03961	243	0,44229	0,04914	0,03234	194	12,17808	1,35312	0,89041	810	6,73485	0,74832	0,49242	745	3,58468	0,3983	0,2621	758	
0,3	3	0,61659	0,06851	0,04011	272	0,61701	0,06856	0,04014	227	0,49972	0,05552	0,03251	179	4,10407	0,45601	0,26697	872	4,2783	0,47537	0,2783	745	5,85161	0,65018	0,38065	740	
0,3	4	0,93312	0,10368	0,06263	258	0,83794	0,0931	0,05624	253	0,64207	0,07134	0,0431	243	7,57759	0,84195	0,50862	803	6,60902	0,73434	0,44361	732	7,14634	0,79404	0,47967	700	
0,3	5	0,68014	0,07557	0,04549	257	0,73594	0,08177	0,04922	255	0,58875	0,06542	0,03937	186	1,9666	0,21851	0,13152	914	2,47244	0,27472	0,16535	718	2,55978	0,28442	0,1712	717	
0,3	6	0,86124	0,09569	0,09856	262	0,37531	0,0417	0,04295	245	0,43042	0,04782	0,04926	224	6,66667	0,74074	0,76296	831	5,96026	0,66225	0,68212	709	5,80645	0,64516	0,66452	660	
0,3	7	0,85728	0,09525	0,05631	235	0,51427	0,05714	0,03378	239	0,85728	0,09525	0,05631	184	9,10309	1,01145	0,59794	889	8,40952	0,93439	0,55238	799	6,35252	0,70584	0,41727	727	
0,3	8	0,69952	0,07772	0,06571	258	0,58551	0,06506	0,055	300	0,57321	0,06369	0,05384	256	7,3983	0,82203	0,69492	1195	4,5	0,5	0,42268	765	5,89865	0,65541	0,55405	768	
0,3	9	0,75603	0,084	0,06256	455	0,55842	0,06205	0,0462	549	0,88586	0,09843	0,0733	452	8,46	0,94	0,7	1217	8,29412	0,92157	0,68627	1068	5,49351	0,61039	0,45455	835	
0,3	10	0,75269	0,08363	0,05955	263	0,90099	0,10011	0,07129	219	0,95588	0,10621	0,07563	186	4,78947	0,53216	0,37895	954	4,81482	0,53498	0,38095	810	3,32117	0,36902	0,26277	806	
0,4	1	1,32775	0,14753	0,09763	248	0,70052	0,07784	0,05151	234	0,72176	0,0802	0,05307	234	11,33333	1,25926	0,83333	1006	5,47126	0,60792	0,4023	874	5,84049	0,64894	0,42945	787	
0,4	2	0,66915	0,07435	0,03204	277	1,41864	0,15763	0,06793	214	1,47455	0,16384	0,07061	176	4,25592	0,47288	0,20379	999	3,95595	0,43955	0,18943	950	3,74167	0,41574	0,17917	918	
0,4	3	1,67126	0,1857	0,10827	252	1,50799	0,16755	0,09769	209	0,7244	0,08049	0,04693	204	8,75258	0,97251	0,56701	838	4,51596	0,50177	0,29255	781	5,05357	0,56151	0,32738	726	
0,4	4	1,06425	0,11825	0,06192	261	0,80053	0,08895	0,04657	218	0,83196	0,09244	0,0484	212	7,06202	0,78467	0,41085	995	7,65546	0,85061	0,44538	890	6,74815	0,74979	0,39259	873	
0,4	5	1,22222	0,1358	0,08701	251	1,53188	0,17021	0,10906	226	1,12855	0,12539	0,08035	229	5,53333	0,61481	0,39394	876	7,73729	0,8597	0,55085	867	5,1875	0,57639	0,36932	801	
0,4	6	1,48344	0,16483	0,12417	279	0,6116	0,06796	0,05119	224	0,8716	0,09684	0,07296	174	7,46667	0,82963	0,625	1041	4,66667	0,51852	0,39062	945	5,74359	0,63818	0,48077	919	
0,4	7	1,22733	0,13637	0,11096	227	1,06206	0,11801	0,09602	209	1,20132	0,13348	0,10861	181	7,62185	0,84687	0,68908	1047	6,52518	0,72502	0,58993	1003	7,31452	0,81272	0,66129	941	
0,4	8	0,75818	0,08424	0,05938	272	0,94833	0,10537	0,07427	204	0,84387	0,09376	0,06609	201	5,24405	0,58267	0,41071	1050	6,88281	0,76476	0,53906	991	7,28099	0,809	0,57025	941	
0,4	9	1,44833	0,16093	0,11129	232	0,84118	0,09346	0,06464	238	0,69067	0,07674	0,05307	223	2,84687	0,31632	0,21875	800	8,51402	0,946	0,65421	646	6,90152	0,76683	0,5303	684	
0,4	10	0,91566	0,10174	0,04819	249	0,89316	0,09924	0,04701	263	0,99761	0,11085	0,05251	181	6,05797	0,67311	0,31884	979	6,85246	0,76138	0,36066	904	6,33333	0,7037	0,33333	808	
0,5	1	1,88589	0,20954	0,11411	240	0,96908	0,10768	0,05864	248	1,21524	0,13503	0,07353	178	6,93893	0,77099	0,41985	927	9,37113	1,04124	0,56701	850	6,63504	0,73723	0,40146	778	
0,5	2	1,64839	0,18315	0,07372	254	1,34154	0,14906	0,06	228	1,43657	0,15962	0,06425	189	10,02299	1,11367	0,44828	919	9,90909	1,10101	0,44318	832	7,32773	0,81419	0,32773	770	
0,5	3	1,60617	0,17846	0,07623	237	1,18792	0,13199	0,05638	218	1,12883	0,12543	0,05357	203	7,97297	0,88589	0,37838	922	8,50961	0,94551	0,40385	867	7,69565	0,85507	0,36522	804	
0,5	4	1,56076	0,17342	0,11111	211	2,0157	0,22397	0,1435	199	1,33979	0,14887	0,09538	164	7,88596	0,87622	0,5614	984	10,45349	1,1615	0,74419	922	7,30894	0,8121	0,52033	862	
0,5	5	1,47974	0,16442	0,0859	241	2,075	0,23056	0,12045	218	1,26279	0,14031	0,07331	185	10,375	1,15278	0,60227	878	5,24713	0,58301	0,3046	828	6,47518	0,71946	0,37589	811	
0,5	6	2,5913	0,28792	0,18261	255	1,59075	0,17675	0,1121	229	1,053	0,117	0,0742	209	9,3125	1,03472	0,65625	805	9,3125	1,03472	0,65625	694	9,82418	1,09158	0,69231	662	
0,5	7	1,4863	0,16514	0,10103	231	1,10997	0,12333	0,07545	235	1,57532	0,17504	0,10708	202	9,33333	1,03704	0,63441	882	8,76768	0,97419	0,59596	849	8,34615	0,92735	0,56731	778	
0,5	8	1,67355	0,18595	0,12758	267	1,42492	0,15832	0,10863	224	1,25811	0,13979	0,09591	167	7,43333	0,82593	0,56667	983	9,0101	1,00112	0,68687	906	8,7451	0,97168	0,66667	856	
0,5	9	1,32562	0,14729	0,1142	272	1,83156	0,20351	0,15778	217	1,23066	0,13674	0,10602	197	4,42783	0,49198	0,38144	978	4,03286	0,4481	0,34742	853	5,61438	0,62382	0,48366	847	
0,5	10	1,20392	0,13377	0,06667	246	1,14268	0,12696	0,06328	234	0,82159	0,09129	0,0455	175	5,41765	0,60196	0,3	1012	5,48214	0,60913	0,30357	966	5,68518	0,63169	0,31481	909	
0,6	1	2,41953	0,26884	0,14512	239	2,06067	0,22896	0,1236	223	2,15258	0,23918	0,12911	172	12,73611	1,41512	0,76389	965	8,33636	0,92626	0,5	914	7,16406	0,79601	0,42969	841	
0,6	2	2,2134	0,24593	0,09677	226	1,5274	0,16971	0,06678	234	1,76634	0,19626	0,07723	205	5,83007	0,64779	0,2549	853	11,01235	1,22359	0,48148	773	9,48936	1,05437	0,41489	810	
0,6	3	2,94855	0,32762	0,12219	200	1,85628	0,20625	0,07692	239	1,82306	0,20256	0,07555	188	7,16406	0,79601	0,29688	1103	8,04386	0,89376	0,33333	1021	6,45775	0,71753	0,26761	924	
0,6	4	2,59813	0,28868	0,14019	213	1,38079	0,15342	0,0745	234	1,29705	0,14412	0,06998	402	3,72321	0,41369	0,20089	1126	4,93491	0,54832	0,26627	1021	5,59732	0,62192	0,30201	1005	
0,6	5	2,48248	0,27583	0,15094	232	2,02863	0,2254	0,12335	237	1,74763	0,19418	0,10626	170	4,42788	0,49199	0,26923	1024	4,32394	0,48044	0,26291	865	5,35465	0,59496	0,32558	805	
0,6	6	3,34615	0,37179	0,15385	216	1,95067	0,21674	0,08969	212	1,56757	0,17417	0,07207	191	5,83893	0,64877	0,26846	918	5,64935	0,62771	0,25974	788	5,64935	0,62771	0,25974	724	
0,6	7	1,87298	0,20811	0,08266	217	2,80665	0,31185	0,12387	215	2,32832	0,2587	0,10276	174	10,20879	1,13431	0,45055	987	8,36937	0,92993	0,36937	886	6,54225	0,72692	0,28873	833	
0,6	8	1,54296	0,17144	0,10997	248	2,66469	0,29608	0,18991	258	1,47213	0,16357	0,10492	191	12,13513	1,34835	0,86486	879	8,09009	0,8989	0,57658	764	8,98	0,99778	0,64	741	
0,6	9	3,21088	0,35676	0,13265	233	2,24762	0,24974	0,09286	226	1,79468	0,19941	0,07414	170	10,26087	1,1401	0,42391	1030	9,53535	1,05948	0,39394	939	8,90566	0,98952	0,36792	889	
0,6	10	2,06195	0,22911	0,11947	247	2,30693	0,25633	0,13366	231	2,81571	0,31286	0,16314	176	11,09524	1,2328	0,64286	905	7,8983	0,87759	0,45763	815	8,24779	0,91642	0,47788	817	
0,7	1	3,58468	0,3983	0,17742	196	3,40613	0,37846	0,16858	206	3,38023	0,37558	0,1673	151	5,32335	0,59148	0,26347	1128	8,23148	0,91461	0,40741	1016	9,07143	1,00794	0,44898	1003	
0,7	2	3,13718	0,34858	0,14801	233	2,32353	0,25817	0,10963	206	4,72283	0,52476	0,22283	154	8,60396	0,956	0,40594	1249	10,46988	1,16332	0,49398	1106	9,34409	1,03823	0,44086	1078	
0,7	3	4,33649	0,48183	0,18483	243	3,58824	0,39869	0,15294	222	3,36397	0,37377	0,14338	167	3,82845	0,42538	0,16318	1004	9,43299	1,04811	0,40206	902	5,4142	0,60158	0,23077	924	
0,7	4	2,54599	0,28289	0,10979	190	2,36364	0,26263	0,10193	230	2,25197	0,25022	0,09711	160	9,64045	1,07116	0,41573	1141	9,86207	1,09579	0,42529	1011	10,09412	1,12157	0,43529	980	
0,7	5	3,73729	0,41525	0,26695	190	2,72222	0,30247	0,19444	243	2,45682	0,27298	0,17549	162	12,08219	1,34247	0,86301	1123	7,66957	0,85217	0,54783	1083	8,48077	0,94231	0,60577	980	
0,7	6	3,31203	0,368	0,16165	250	3,10211	0,34468	0,15141	235	3,19203	0,35467	0,1558	200	6,99206	0,7769	0,34127	1000	8,89899	0,98878	0,43434	856	7,72807	0,85867	0,37719	876	
0,7	7	3,28464	0,36496	0,16854	213	2,11325	0,23481	0,10843	216	2,26031	0,25115	0,11598	163	10,08046	1,12005	0,51724	1029	9,04124	1,00458	0,46392	908	8,43269	0,93697	0,43269	892	
0,7	8	3,70588	0,41176	0,16471	222	3,69141	0,41016	0,16406	212	2,7551	0,30612	0,12245	187	9	1	0,4	1092	9,94737	1,10526	0,44211	927	6,4726	0,71918	0,28767	861	
0,7	9	6,04636	0,67182	0,36424	199	2,5864	0,28738	0,15581	209	2,22141	0,24682	0,13382	148	11,70513	1,30057	0,70513	1143	7,3629	0,8181	0,44355	1100	8,61321	0,95702	0,51887	1044	
0,7	10	4,96277	0,55142	0,21277	229	3,48134	0,38682	0,14925	212	2,68876	0,29875	0,11527	167	8,0431	0,89368	0,34483	1106	7,40476	0,82275	0,31746	1019	6,17881	0,68653	0,2649	967	
0,8	1	5,95031	0,66115	0,22981	228	4,33484	0,48165	0,16742	216	4,54028	0,50448	0,17536	147	7,20301	0,80033	0,2782	1126	8,33043	0,9256	0,32174	1060	7,31298	0,81255	0,28244	981	
0,8	2	5,11299	0,56811	0,20339	225	3,46743	0,38527	0,13793	208	4,89189	0,54354	0,19459	156	12,56944	1,39661	0,5	1178	10,16854	1,12984	0,40449	1075	9,23469	1,02608	0,36735	1056	
0,8	3	5,12281	0,5692	0,30994	200	3,79221	0,42136	0,22944	198	4,03687	0,44854	0,24424	172	8,58823	0,95425	0,51961	998	9,95455	1,10606	0,60227	924	10,42857	1,15873	0,63095	891	
0,8	4	4,58824	0,5098	0,19786	193	4,84746	0,53861	0,20904	195	5,07692	0,5641	0,21893	152	11,91667	1,32407	0,51389	1164	9,75	1,08333	0,42045	1135	9,32609	1,03623	0,40217	1160	
0,8	5	3,74888	0,41654	0,14798	216	3,5126	0,39029	0,13866	218	3,73214	0,41468	0,14732	152	6,14706	0,68301	0,24265	1194	8,44444	0,93827	0,33333	1073	8,27723	0,91969	0,32673	1131	
0,8	6	7,27559	0,8084	0,48819	183	3,65217	0,4058	0,24506	214	2,90566	0,32285	0,19497	155	10,62069	1,18008	0,71264	1191	11,13253	1,23695	0,74699	1043	7,21875	0,80208	0,48438	1013	
0,8	7	7,84211	0,87135	0,45614	202	6,7218	0,74687	0,39098	203	4,91209	0,54579	0,28571	168	6,20833	0,68981	0,36111	1072	10,77108	1,19679	0,62651	918	9,82418	1,09158	0,57143	987	
0,8	8	5,91724	0,65747	0,25517	188	4,7933	0,53259	0,2067	245	4,93103	0,54789	0,21264	153	10,21429	1,13492	0,44048	1151	8,7551	0,97279	0,37755	1073	8,49505	0,94389	0,36634	1022	
0,8	9	5,31613	0,59068	0,30968	231	4,50273	0,5003	0,2623	195	3,83256	0,42584	0,22326	151	11,13513	1,23724	0,64865	1095	7,62963	0,84774	0,44444	1031	8,67368	0,96374	0,50526	975	
0,8	10	6,22973	0,69219	0,39189	206	5,15084	0,57232	0,32402	212	3,67331	0,40815	0,23108	170	12,45946	1,38438	0,78378	1030	8,38182	0,93131	0,52727	939	7,61983	0,84665	0,47934	889	
0,9	1	8,66981	0,96331	0,29245	197	8,0614	0,89571	0,27193	194	7,59504	0,84389	0,2562	137	9,98913	1,1099	0,33696	1374	9,88172	1,09797	0,33333	1228	9,47423	1,05269	0,31959	1206	
0,9	2	7,28689	0,80965	0,30328	190	8,30841	0,92316	0,34579	194	5,29167	0,58796	0,22024	145	8,9798	0,99776	0,37374	1408	9,55914	1,06213	0,39785	1208	9,16495	1,01833	0,38144	1186	
0,9	3	8,78095	0,97566	0,44762	168	5,94839	0,66093	0,30323	220	6,27211	0,6969	0,31973	146	11,2439	1,24932	0,57317	1364	8,08772	0,89864	0,41228	1316	7,81356	0,86817	0,39831	1251	
0,9	4	8,13761	0,90418	0,33945	184	7,5812	0,84236	0,31624	204	6,47445	0,71938	0,27007	125	9,23958	1,02662	0,38542	1505	9,05102	1,00567	0,37755	1409	8,44762	0,93862	0,35238	1381	
0,9	5	8,42453	0,93606	0,33962	173	7,63248	0,84805	0,30769	233	6,61481	0,73498	0,26667	134	11,90667	1,32296	0,48	1198	9,70652	1,0785	0,3913	1117	10,38372	1,15375	0,4186	1069	
0,9	6	8,80808	0,97868	0,32323	176	7,32773	0,81419	0,26891	201	6,86614	0,7629	0,25197	161	11,03797	1,22644	0,40506	1347	9,47826	1,05314	0,34783	1180	9,68889	1,07654	0,35556	1168	
0,9	7	8,59184	0,95465	0,44898	175	5,97163	0,66351	0,31206	197	5,68919	0,63213	0,2973	145	10,02381	1,11376	0,52381	1244	8,42	0,93556	0,44	1132	8,2549	0,91721	0,43137	1092	
0,9	8	8,37143	0,93016	0,30476	160	8,45192	0,9391	0,30769	209	6,81395	0,75711	0,24806	139	10,71951	1,19106	0,39024	1415	9,06186	1,00687	0,3299	1263	9,8764	1,09738	0,35955	1275	
0,9	9	8,68269	0,96474	0,30769	179	6,14286	0,68254	0,21769	216	6,84091	0,7601	0,24242	143	9,70968	1,07885	0,34409	1393	8,94059	0,9934	0,31683	1356	9,30928	1,03436	0,3299	1267	
0,9	10	8,28571	0,92063	0,38393	204	5,52381	0,61376	0,25595	194	7,08397	0,78711	0,32824	160	9,00971	1,00108	0,41748	1304	7,424	0,82489	0,344	1254	9,09804	1,01089	0,42157	1205	
