k	Задача	0				1				2				3				4				5				
0,5	4	1,0153	0,11281	0,174	153	1,18527	0,1317	0,20312	161	1,33417	0,14824	0,22864	115	5,64894	0,62766	0,96809	268	5,31	0,59	0,91	225	4,87156	0,54128	0,83486	210	
0,5	5	2,06296	0,22922	0,23704	172	1,18008	0,13112	0,13559	133	1,35523	0,15058	0,15572	137	7,52703	0,83634	0,86486	279	4,9292	0,54769	0,56637	238	5,57	0,61889	0,64	210	
0,5	6	3,39264	0,37696	0,40491	136	1,04143	0,11571	0,12429	130	1,07588	0,11954	0,1284	124	8,25373	0,91708	0,98507	259	6,66265	0,74029	0,79518	232	6,07692	0,67521	0,72527	228	
0,5	7	2,39301	0,26589	0,25764	126	2,14062	0,23785	0,23047	145	1,45358	0,16151	0,1565	111	9,28814	1,03202	1	266	8,1791	0,90879	0,8806	229	7,21053	0,80117	0,77632	249	
0,5	8	1,4252	0,15836	0,12336	159	1,20667	0,13407	0,10444	217	1,05848	0,11761	0,09162	134	8,48438	0,94271	0,73438	318	5,43	0,60333	0,47	353	4,72174	0,52464	0,4087	286	
0,5	9	1,76774	0,19642	0,13871	158	1,29858	0,14429	0,1019	129	1,1299	0,12554	0,08866	175	6,29885	0,69987	0,49425	294	5,64948	0,62772	0,4433	235	6,22727	0,69192	0,48864	215	
0,5	10	2,69519	0,29947	0,26738	137	1,81295	0,20144	0,17986	141	1,54128	0,17125	0,15291	110	7,09859	0,78873	0,70423	245	7,30435	0,81159	0,72464	242	6,07229	0,6747	0,60241	235	
0,6	1	2,79695	0,31077	0,39594	130	1,79479	0,19942	0,25407	118	1,33414	0,14824	0,18886	97	6,05494	0,67277	0,85714	218	4,91964	0,54663	0,69643	201	5,8617	0,6513	0,82979	206	
0,6	2	3,06471	0,34052	0,42353	101	1,27073	0,14119	0,17561	90	1,52339	0,16927	0,21053	85	5,92045	0,65783	0,81818	222	5,00962	0,55662	0,69231	200	4,23577	0,47064	0,58537	178	
0,6	3	2,03731	0,22637	0,16791	107	2,52778	0,28086	0,20833	106	1,86986	0,20776	0,15411	95	4,91892	0,54655	0,40541	203	7,8	0,86667	0,64286	182	7,8	0,86667	0,64286	180	
0,6	4	1,7871	0,19857	0,27097	106	1,21491	0,13499	0,18421	102	1,53889	0,17099	0,23333	98	5,32692	0,59188	0,80769	210	4,26154	0,4735	0,64615	190	4,73504	0,52612	0,71795	194	
0,6	5	2,21097	0,24566	0,26582	105	1,28117	0,14235	0,15403	106	1,52326	0,16925	0,18314	86	4,8972	0,54413	0,58879	234	5,82222	0,64691	0,7	221	5,45833	0,60648	0,65625	165	
0,6	6	4,41129	0,49014	0,40323	105	1,4357	0,15952	0,13123	112	2,01103	0,22345	0,18382	85	8,54688	0,94965	0,78125	230	8,54688	0,94965	0,78125	207	7,70423	0,85603	0,70423	186	
0,6	7	1,76	0,19556	0,15333	97	2,14634	0,23848	0,18699	90	2,0076	0,22307	0,1749	95	11,23404	1,24823	0,97872	221	8,8	0,97778	0,76667	230	9,26316	1,02924	0,80702	205	
0,6	8	2,50228	0,27803	0,3242	159	2,20968	0,24552	0,28629	138	1,254	0,13933	0,16247	147	7,71831	0,85759	1	241	5,37255	0,59695	0,69608	214	7,71831	0,85759	1	267	
0,6	9	1,75862	0,1954	0,18182	135	1,96842	0,21871	0,20351	138	1,85762	0,2064	0,19205	106	6,92593	0,76955	0,71605	257	7,38158	0,82018	0,76316	246	6,375	0,70833	0,65909	242	
0,6	10	3,27161	0,36351	0,25309	142	1,93431	0,21492	0,14964	134	1,66144	0,1846	0,12853	115	8,83333	0,98148	0,68333	248	8,15385	0,90598	0,63077	227	7,68116	0,85346	0,5942	216	
0,7	1	3,80435	0,42271	0,26812	106	3,10651	0,34517	0,21893	120	3,05233	0,33915	0,21512	111	7,83582	0,87065	0,55224	304	9,05172	1,00575	0,63793	277	7,95455	0,88384	0,56061	255	
0,7	2	5,96429	0,6627	0,53571	123	2,36321	0,26258	0,21226	118	2,5303	0,28114	0,22727	102	10,8913	1,21014	0,97826	279	7,26087	0,80676	0,65217	251	8,08065	0,89785	0,72581	278	
0,7	3	2,49296	0,277	0,32394	148	2,79474	0,31053	0,36316	134	1,74671	0,19408	0,22697	94	7,69565	0,85507	1	300	5,15534	0,57282	0,6699	290	5,10577	0,56731	0,66346	281	
0,7	4	3,88971	0,43219	0,31618	110	3,32704	0,36967	0,27044	128	1,95926	0,2177	0,15926	102	9,61818	1,06869	0,78182	277	8,53226	0,94803	0,69355	255	8,9661	0,99623	0,72881	256	
0,7	5	2,64286	0,29365	0,21905	129	3,46875	0,38542	0,2875	143	2,38197	0,26466	0,19742	116	10,4717	1,16352	0,86792	267	7,70833	0,85648	0,63889	249	8,40909	0,93434	0,69697	262	
0,7	6	2,72165	0,30241	0,42784	146	1,75415	0,19491	0,27575	180	2,30568	0,25619	0,36245	132	5,86667	0,65185	0,92222	342	5,22772	0,58086	0,82178	291	3,18072	0,35341	0,5	243	
0,7	7	3,2	0,35556	0,33939	127	1,98496	0,22055	0,21053	151	3,2	0,35556	0,33939	98	7,8806	0,87562	0,83582	322	5,8022	0,64469	0,61538	256	6,68354	0,74262	0,70886	268	
0,7	8	1,70805	0,18978	0,21477	123	2,34562	0,26062	0,29493	131	1,44193	0,16021	0,1813	114	7,16901	0,79656	0,90141	317	4,54464	0,50496	0,57143	310	3,77037	0,41893	0,47407	309	
0,7	9	2,84103	0,31567	0,22564	133	2,34746	0,26083	0,18644	154	2,26122	0,25125	0,17959	110	3,92908	0,43656	0,31206	329	5,12963	0,56996	0,40741	283	6,44186	0,71576	0,51163	305	
0,7	10	2,66138	0,29571	0,51323	131	1,9272	0,21413	0,37165	162	2,18696	0,243	0,42174	133	4,61468	0,51274	0,88991	323	4,08943	0,45438	0,78862	283	4,08943	0,45438	0,78862	264	
0,8	1	4,65455	0,51717	0,38182	127	4,97087	0,55232	0,40777	136	3,53103	0,39234	0,28966	111	10,89362	1,2104	0,89362	308	8	0,88889	0,65625	283	5,50538	0,61171	0,45161	284	
0,8	2	5,82178	0,64686	0,59406	126	3,86842	0,42982	0,39474	136	3,76923	0,4188	0,38462	102	8,64706	0,96078	0,88235	302	5,93939	0,65993	0,60606	269	5,93939	0,65993	0,60606	260	
0,8	3	4,55856	0,50651	0,43243	130	3,77612	0,41957	0,35821	136	2,58163	0,28685	0,2449	123	7,66667	0,85185	0,72727	316	6,02381	0,66931	0,57143	312	5,81609	0,64623	0,55172	293	
0,8	4	6,25581	0,69509	0,54651	120	3,98519	0,4428	0,34815	135	4,59829	0,51092	0,40171	112	8,96667	0,9963	0,78333	277	9,96296	1,107	0,87037	267	8,81967	0,97996	0,77049	222	
0,8	5	6,96053	0,77339	0,96053	124	3,20606	0,35623	0,44242	145	3,59864	0,39985	0,4966	105	7,24658	0,80518	1	345	7,24658	0,80518	1	309	5,39796	0,59977	0,7449	292	
0,8	6	4,40517	0,48946	0,68966	121	2,48058	0,27562	0,38835	123	3,5	0,38889	0,54795	123	6,23171	0,69241	0,97561	322	4,91346	0,54594	0,76923	297	6,08333	0,67593	0,95238	251	
0,8	7	5,85567	0,65063	0,45361	117	3,89041	0,43227	0,30137	115	3,94444	0,43827	0,30556	95	11,83333	1,31481	0,91667	315	7,57333	0,84148	0,58667	300	9,16129	1,01792	0,70968	290	
0,8	8	5,32075	0,59119	0,41509	114	3,46012	0,38446	0,26994	126	5,32075	0,59119	0,41509	95	6,13043	0,68116	0,47826	306	8,17391	0,90821	0,63768	314	7,23077	0,80342	0,5641	308	
0,8	9	4,53782	0,5042	0,42017	128	4,65517	0,51724	0,43103	141	4,35484	0,48387	0,40323	107	10,58823	1,17647	0,98039	310	7,60563	0,84507	0,70423	283	7,5	0,83333	0,69444	275	
0,8	10	4,6017	0,5113	0,54237	114	2,85789	0,31754	0,33684	122	2,56132	0,28459	0,30189	91	7,86957	0,8744	0,92754	343	5,90217	0,6558	0,69565	307	6,46429	0,71825	0,7619	311	
0,9	1	7,29577	0,81064	0,85915	109	5,23232	0,58137	0,61616	126	5,07843	0,56427	0,59804	80	8,22222	0,91358	0,96825	344	7,50725	0,83414	0,88406	289	6,02326	0,66925	0,7093	303	
0,9	2	8,39062	0,93229	0,5625	115	7,25676	0,80631	0,48649	111	7,16	0,79556	0,48	88	10,95918	1,21769	0,73469	376	8,66129	0,96237	0,58065	332	7,78261	0,86473	0,52174	310	
0,9	3	8,71875	0,96875	0,625	110	6,64286	0,7381	0,47619	120	4,93805	0,54867	0,35398	127	10,94118	1,21569	0,78431	320	9	1	0,64516	300	9	1	0,64516	284	
0,9	4	8,55385	0,95043	0,66154	106	5,97849	0,66428	0,46237	135	5,39806	0,59978	0,41748	82	9,58621	1,06513	0,74138	372	6,61905	0,73545	0,5119	361	7,22078	0,80231	0,55844	355	
0,9	5	8,04839	0,89427	0,77419	108	5,09184	0,56576	0,4898	114	5,48352	0,60928	0,52747	83	8,91071	0,99008	0,85714	381	8,45763	0,93974	0,81356	326	6,31646	0,70183	0,60759	318	
0,9	6	6,62963	0,73663	0,85185	120	4,66957	0,51884	0,6	119	3,78169	0,42019	0,48592	89	7,35616	0,81735	0,94521	329	6,88462	0,76496	0,88462	318	5,16346	0,57372	0,66346	316	
0,9	7	4,4322	0,49247	0,72881	113	3,24845	0,36094	0,53416	111	3,20859	0,35651	0,52761	103	6,0814	0,67571	1	343	4,75455	0,52828	0,78182	300	4,71171	0,52352	0,77477	317	
0,9	8	8,50746	0,94527	0,59701	106	7,125	0,79167	0,5	131	6,95122	0,77236	0,4878	92	12,12766	1,34752	0,85106	363	7,4026	0,82251	0,51948	366	10,36364	1,15152	0,72727	320	
0,9	9	8,43939	0,93771	0,5	119	7,23377	0,80375	0,42857	135	5,46078	0,60675	0,32353	93	9,77193	1,08577	0,57895	333	8,43939	0,93771	0,5	320	9,28333	1,03148	0,55	303	
0,9	10	8,30159	0,9224	0,60317	104	6,79221	0,75469	0,49351	129	6,70513	0,74501	0,48718	108	9,01724	1,00192	0,65517	331	10,46	1,16222	0,76	303	9,33929	1,0377	0,67857	321	
