k	Задача	0				1				2				3				4				5				
0,4	3	0,90078	0,10009	0,07692	207	0,88694	0,09855	0,07574	197	0,75655	0,08406	0,06461	172	3,52838	0,39204	0,30131	692	4,80952	0,53439	0,41071	567	3,92233	0,43581	0,33495	570	
0,4	4	1,58566	0,17618	0,09562	223	0,86147	0,09572	0,05195	218	1,39895	0,15544	0,08436	215	10,20513	1,1339	0,61538	564	8,0404	0,89338	0,48485	504	8,37895	0,93099	0,50526	487	
0,4	5	0,96923	0,10769	0,07101	230	0,8558	0,09509	0,0627	228	1,34483	0,14943	0,09852	192	10,77632	1,19737	0,78947	571	6,02206	0,66912	0,44118	509	7,65421	0,85047	0,56075	510	
0,4	6	1,36957	0,15217	0,11775	228	0,72832	0,08092	0,06262	204	1,05146	0,11683	0,0904	200	7,2	0,8	0,61905	686	6,93578	0,77064	0,59633	622	6,75	0,75	0,58036	604	
0,4	7	1,88665	0,20963	0,13098	211	1,28253	0,1425	0,08904	233	0,99074	0,11008	0,06878	175	5,27465	0,58607	0,3662	665	3,28509	0,36501	0,22807	650	4,48503	0,49834	0,31138	601	
0,4	8	0,93029	0,10337	0,09143	243	0,79961	0,08885	0,07859	240	0,65277	0,07253	0,06415	164	6,07463	0,67496	0,59701	697	3,89474	0,43275	0,38278	653	3,50862	0,38985	0,34483	641	
0,4	9	1,06293	0,1181	0,05882	199	1,39497	0,155	0,0772	184	1,30808	0,14534	0,07239	156	7,26168	0,80685	0,40187	650	5,55	0,61667	0,30714	631	8,53846	0,94872	0,47253	618	
0,4	10	0,85945	0,09549	0,06168	205	1,0083	0,11203	0,07236	214	0,8517	0,09463	0,06112	159	4,08654	0,45406	0,29327	1066	4,31472	0,47941	0,30964	1203	5	0,55556	0,35882	1180	
0,5	1	1,66046	0,1845	0,15321	601	1,06791	0,11866	0,09854	538	1,55126	0,17236	0,14313	383	5,20779	0,57864	0,48052	1079	5,0125	0,55694	0,4625	1169	5,68794	0,63199	0,52482	903	
0,5	2	1,95663	0,2174	0,11325	474	1,91059	0,21229	0,11059	620	2,15385	0,23932	0,12467	204	6,65574	0,73953	0,38525	738	7,38182	0,8202	0,42727	673	7,80769	0,86752	0,45192	664	
0,5	3	1,25196	0,13911	0,09546	206	1,56863	0,17429	0,11961	187	1,1976	0,13307	0,09132	145	4,51977	0,5022	0,34463	771	5,55556	0,61728	0,42361	785	6,25	0,69444	0,47656	729	
0,5	4	2,68932	0,29881	0,22977	211	1,29844	0,14427	0,11094	234	1,53039	0,17004	0,13076	192	9,66279	1,07364	0,82558	595	7,76636	0,86293	0,66355	505	9,33708	1,03745	0,79775	505	
0,5	5	2,13299	0,237	0,17647	220	1,16156	0,12906	0,0961	224	1,28111	0,14235	0,10599	169	5,08537	0,56504	0,42073	605	4,2335	0,47039	0,35025	573	5,34615	0,59402	0,44231	542	
0,5	6	2,17742	0,24194	0,1828	200	1,49446	0,16605	0,12546	198	1,30435	0,14493	0,1095	169	5,58621	0,62069	0,46897	759	6,48	0,72	0,544	628	4,68208	0,52023	0,39306	624	
0,5	7	1,29313	0,14368	0,1145	232	1,37724	0,15303	0,12195	215	1,24012	0,13779	0,10981	175	8,64286	0,96032	0,76531	612	5,72297	0,63589	0,50676	542	4,8125	0,53472	0,42614	494	
0,5	8	1,45355	0,16151	0,11293	218	1,17009	0,13001	0,09091	204	1,35025	0,15003	0,10491	177	9,61446	1,06827	0,74699	740	6,13846	0,68205	0,47692	641	7,25455	0,80606	0,56364	644	
0,5	9	1,44673	0,16075	0,08598	196	1,40984	0,15665	0,08379	187	2,18644	0,24294	0,12994	148	5,9084	0,65649	0,35115	751	6,39669	0,71074	0,38017	658	8,79545	0,97727	0,52273	580	
0,5	10	1,0866	0,12073	0,05954	187	1,2316	0,13684	0,06748	224	1,2746	0,14162	0,06984	142	11,47143	1,2746	0,62857	806	7,57547	0,84172	0,41509	711	8,27835	0,91982	0,45361	683	
0,6	1	2,43516	0,27057	0,2536	192	1,1528	0,12809	0,12005	201	1,29403	0,14378	0,13476	165	7,04167	0,78241	0,73333	694	6,81452	0,75717	0,70968	615	6,03571	0,67063	0,62857	580	
0,6	2	2,19061	0,2434	0,13812	217	1,83991	0,20443	0,11601	221	2,36716	0,26302	0,14925	177	7,69903	0,85545	0,48544	662	7,85149	0,87239	0,49505	635	8,09184	0,89909	0,5102	597	
0,6	3	1,65868	0,1843	0,07186	203	1,7458	0,19398	0,07563	194	1,40372	0,15597	0,06081	145	11,22973	1,24775	0,48649	854	7,62385	0,84709	0,33028	847	6,29545	0,69949	0,27273	803	
0,6	4	2,55326	0,2837	0,1512	197	1,83005	0,20334	0,10837	200	1,86216	0,20691	0,11028	170	7,90426	0,87825	0,46809	767	8,95181	0,99465	0,53012	669	8,63953	0,95995	0,51163	654	
0,6	5	1,61017	0,17891	0,12994	209	1,9	0,21111	0,15333	202	2,10074	0,23342	0,16953	150	7,125	0,79167	0,575	665	9,71591	1,07955	0,78409	623	7,0082	0,77869	0,56557	601	
0,6	6	1,74648	0,19405	0,11502	220	2,07242	0,23027	0,13649	228	1,93247	0,21472	0,12727	165	10,62857	1,18095	0,7	622	8,65116	0,96124	0,56977	524	10,78261	1,19807	0,71014	522	
0,6	7	2,55975	0,28442	0,13522	202	1,44583	0,16065	0,07638	198	1,52434	0,16937	0,08052	153	10,175	1,13056	0,5375	814	8,14	0,90444	0,43	742	7,75238	0,86138	0,40952	690	
0,6	8	3,01538	0,33504	0,19231	173	2,14795	0,23866	0,13699	211	2,2924	0,25471	0,1462	138	13,06667	1,45185	0,83333	720	10,18182	1,13131	0,64935	670	8,08247	0,89805	0,51546	655	
0,6	9	2,45016	0,27224	0,14469	194	3,03586	0,33732	0,17928	184	2,26113	0,25124	0,13353	149	6,40336	0,71148	0,37815	822	8,46667	0,94074	0,5	724	5,86154	0,65128	0,34615	750	
0,6	10	1,99267	0,22141	0,1198	203	2,39706	0,26634	0,14412	189	1,96386	0,21821	0,11807	163	7,9902	0,8878	0,48039	753	8,76344	0,97372	0,52688	658	10,06173	1,11797	0,60494	624	
0,7	1	4,06863	0,45207	0,25	196	2,05955	0,22884	0,12655	182	2,66881	0,29653	0,16399	141	11,52778	1,28086	0,70833	917	7,61468	0,84608	0,46789	941	6,5873	0,73192	0,40476	886	
0,7	2	2,98893	0,3321	0,1845	186	2,6045	0,28939	0,16077	187	2,14286	0,2381	0,13228	148	6,04478	0,67164	0,37313	890	6,63934	0,7377	0,40984	771	8,80435	0,97826	0,54348	743	
0,7	3	5,55102	0,61678	0,31973	193	4,08	0,45333	0,235	192	2,22951	0,24772	0,12842	152	9,6	1,06667	0,55294	785	8,86957	0,98551	0,51087	682	8,41237	0,93471	0,48454	707	
0,7	4	5,08642	0,56516	0,37037	190	3,52137	0,39126	0,25641	186	3,71171	0,41241	0,27027	149	6,86667	0,76296	0,5	739	9,69412	1,07712	0,70588	680	6,86667	0,76296	0,5	695	
0,7	5	3,41597	0,37955	0,23109	214	2,28371	0,25375	0,15449	195	2,52484	0,28054	0,17081	155	8,74194	0,97133	0,5914	787	6,83193	0,7591	0,46218	796	6,60976	0,73442	0,44715	764	
0,7	6	3,25403	0,36156	0,22177	202	2,5619	0,28466	0,1746	188	2,27324	0,25258	0,15493	136	10,90541	1,21171	0,74324	735	7,40367	0,82263	0,50459	689	9,72289	1,08032	0,66265	662	
0,7	7	3,97487	0,44165	0,24623	185	2,35417	0,26157	0,14583	205	3,36596	0,374	0,20851	140	8,23958	0,91551	0,51042	775	9,8875	1,09861	0,6125	767	10,68919	1,18769	0,66216	735	
0,7	8	3,17409	0,35268	0,19838	199	2,64865	0,29429	0,16554	206	3,84314	0,42702	0,2402	164	9,8	1,08889	0,6125	734	8,43011	0,93668	0,52688	710	9,01149	1,00128	0,56322	699	
0,7	9	2,76512	0,30724	0,12456	189	3,15854	0,35095	0,14228	189	2,53094	0,28122	0,11401	161	10,64384	1,18265	0,47945	865	9,59259	1,06584	0,4321	733	7	0,77778	0,31532	783	
0,7	10	2,78889	0,30988	0,34815	210	2,15143	0,23905	0,26857	184	2,86312	0,31812	0,35741	138	7,76289	0,86254	0,96907	841	7,31068	0,8123	0,91262	754	6,07258	0,67473	0,75806	677	
0,8	1	4,7125	0,52361	0,275	171	3,92708	0,43634	0,22917	176	4,4881	0,49868	0,2619	140	11,78125	1,30903	0,6875	959	7,93684	0,88187	0,46316	909	6,55652	0,7285	0,38261	867	
0,8	2	6,28125	0,69792	0,39062	170	4,34595	0,48288	0,27027	194	4,1658	0,46287	0,25907	133	12	1,33333	0,74627	865	9,68675	1,07631	0,60241	800	8,04	0,89333	0,5	805	
0,8	3	7,00885	0,77876	0,51327	171	3,3	0,36667	0,24167	174	3,90148	0,4335	0,28571	136	6,94737	0,77193	0,50877	934	7,26606	0,80734	0,53211	847	7,84158	0,87129	0,57426	816	
0,8	4	5,17544	0,57505	0,2924	215	4,60938	0,51215	0,26042	186	3,98649	0,44294	0,22523	156	9,51613	1,05735	0,53763	800	9,83333	1,09259	0,55556	727	9,83333	1,09259	0,55556	667	
0,8	5	8,29126	0,92125	0,49515	172	5,05325	0,56147	0,30178	188	4,4712	0,4968	0,26702	153	9,59551	1,06617	0,57303	838	8,21154	0,91239	0,49038	770	7,98131	0,88681	0,47664	717	
0,8	6	4,90751	0,54528	0,2948	203	2,92759	0,32529	0,17586	209	4,28788	0,47643	0,25758	134	6,10791	0,67866	0,36691	828	8,24272	0,91586	0,49515	832	7,01653	0,77961	0,42149	752	
0,8	7	4,92025	0,54669	0,29448	217	4,31183	0,47909	0,25806	176	3,85577	0,42842	0,23077	160	11,29577	1,25509	0,67606	873	6,6281	0,73646	0,39669	762	7,49533	0,83281	0,4486	808	
0,8	8	5,74468	0,6383	0,34043	201	3,30612	0,36735	0,19592	179	5,625	0,625	0,33333	140	12,85714	1,42857	0,7619	814	8,18182	0,90909	0,48485	754	9,4186	1,04651	0,55814	722	
0,8	9	7,10577	0,78953	0,56731	176	4,95973	0,55108	0,39597	196	3,84896	0,42766	0,30729	151	11,19697	1,24411	0,89394	825	7,31683	0,81298	0,58416	742	8,69412	0,96601	0,69412	689	
0,8	10	4,56477	0,5072	0,34197	199	4,4949	0,49943	0,33673	189	4,54124	0,50458	0,34021	152	7,22131	0,80237	0,54098	773	8,31132	0,92348	0,62264	709	9,27368	1,03041	0,69474	710	
0,9	1	8,56122	0,95125	0,73469	184	5,78621	0,64291	0,49655	173	5,59333	0,62148	0,48	136	11,49315	1,27702	0,9863	838	9,53409	1,05934	0,81818	767	8,47475	0,94164	0,72727	764	
0,9	2	8,62887	0,95876	0,51546	169	7,97143	0,88571	0,47619	175	6,24627	0,69403	0,37313	138	10,59494	1,17722	0,63291	940	8,37	0,93	0,5	819	10,59494	1,17722	0,63291	765	
0,9	3	8,68817	0,96535	0,34409	142	6,51613	0,72401	0,25806	174	8	0,88889	0,31683	137	11,88235	1,32026	0,47059	926	9,97531	1,10837	0,39506	894	8,59575	0,95508	0,34043	818	
0,9	4	8,19608	0,91068	0,7549	184	4,91765	0,54641	0,45294	183	5,72603	0,63623	0,5274	158	10,71795	1,19088	0,98718	934	8,19608	0,91068	0,7549	853	8,03846	0,89316	0,74038	809	
0,9	5	8,21782	0,91309	0,38614	157	7,0339	0,78154	0,33051	176	6,91667	0,76852	0,325	131	11,52778	1,28086	0,54167	889	8,46939	0,94104	0,39796	903	10	1,11111	0,46988	868	
0,9	6	8,4375	0,9375	0,44792	167	6,42857	0,71429	0,34127	185	5,5102	0,61224	0,29252	136	9,52941	1,05882	0,50588	920	9,10112	1,01124	0,48315	820	9,64286	1,07143	0,5119	789	
0,9	7	7,84906	0,87212	0,37736	172	6,4	0,71111	0,30769	165	7,56364	0,8404	0,36364	119	10,80519	1,20058	0,51948	1053	9,24444	1,02716	0,44444	948	7,4955	0,83283	0,36036	963	
0,9	8	8,64835	0,96093	0,52747	160	6,61345	0,73483	0,40336	178	6,9646	0,77384	0,42478	120	11,24286	1,24921	0,68571	1066	8,94318	0,99369	0,54545	965	8,1134	0,90149	0,49485	964	
0,9	9	8,43878	0,93764	0,39796	165	5,55034	0,6167	0,26174	170	5,44079	0,60453	0,25658	114	10,74026	1,19336	0,50649	1106	10,08537	1,1206	0,47561	1069	7,87619	0,87513	0,37143	1044	
0,9	10	8,67347	0,96372	0,36735	164	6,8	0,75556	0,288	169	6,96721	0,77413	0,29508	118	10,75949	1,1955	0,4557	900	10,36585	1,15176	0,43902	804	10	1,11111	0,42353	799	
